epoch;epsilon;loss;rouge;actual;pred;actions
383; 0.236;0.053600;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.269}; {0,1,1,0,0,1,1,0,1,0,1,0}
384; 0.234;0.062965;0.833333; {min=-0.647, max=0.247}; {min=-0.402, max=0.305}; {0,1,1,0,0,1,1,0,0,1,1,0}
385; 0.232;0.053400;0.500000; {min=-0.647, max=0.247}; {min=-0.402, max=0.269}; {0,1,1,0,0,1,1,0,1,0,0,1}
386; 0.230;0.053398;0.500000; {min=-0.647, max=0.247}; {min=-0.402, max=0.269}; {0,1,1,0,0,1,1,0,1,0,0,1}
387; 0.228;0.053595;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.269}; {0,1,1,0,0,1,1,0,1,0,1,0}
388; 0.226;0.146223;0.285714; {min=-0.701, max=0.000}; {min=-0.402, max=0.516}; {0,1,0,1,1,0,1,0,1,0,1,0}
389; 0.224;0.088849;0.666667; {min=-0.647, max=0.314}; {min=-0.402, max=0.380}; {0,1,1,0,1,0,1,0,0,1,1,0}
390; 0.222;0.053587;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
391; 0.220;0.053586;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
392; 0.218;0.069026;0.000000; {min=-1.000, max=0.000}; {min=-0.402, max=0.180}; {1,0,0,1,1,0,1,0,1,0,1,0}
393; 0.216;0.053583;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
394; 0.214;0.053582;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
395; 0.212;0.146182;0.285714; {min=-0.701, max=0.000}; {min=-0.402, max=0.516}; {0,1,0,1,1,0,1,0,1,0,1,0}
396; 0.210;0.088808;0.428571; {min=-0.647, max=0.198}; {min=-0.402, max=0.669}; {0,1,1,0,0,1,0,1,1,0,0,1}
397; 0.208;0.053576;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
398; 0.206;0.053574;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
399; 0.204;0.150701;0.500000; {min=-0.647, max=0.198}; {min=-0.402, max=0.669}; {0,1,1,0,0,1,0,1,1,0,1,0}
400; 0.202;0.053569;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
401; 0.200;0.053567;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
402; 0.198;0.053370;0.500000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,0,1}
403; 0.196;0.053564;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
404; 0.194;0.053366;0.500000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,0,1}
405; 0.192;0.146128;0.285714; {min=-0.701, max=0.000}; {min=-0.402, max=0.516}; {0,1,0,1,1,0,1,0,1,0,1,0}
406; 0.190;0.053558;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
407; 0.188;0.146111;0.285714; {min=-0.701, max=0.000}; {min=-0.402, max=0.516}; {0,1,0,1,1,0,1,0,1,0,1,0}
408; 0.186;0.150654;0.500000; {min=-0.647, max=0.198}; {min=-0.402, max=0.669}; {0,1,1,0,0,1,0,1,1,0,1,0}
409; 0.184;0.053550;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
410; 0.182;0.053549;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
411; 0.180;0.053547;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
412; 0.178;0.053545;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
413; 0.176;0.053544;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
414; 0.174;0.068992;0.000000; {min=-1.000, max=0.000}; {min=-0.402, max=0.180}; {1,0,0,1,1,0,1,0,1,0,1,0}
415; 0.172;0.053541;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
416; 0.170;0.144873;0.560000; {min=-0.701, max=0.274}; {min=-0.402, max=0.582}; {0,1,0,1,1,0,1,0,0,1,1,0}
417; 0.168;0.146046;0.285714; {min=-0.701, max=0.000}; {min=-0.402, max=0.516}; {0,1,0,1,1,0,1,0,1,0,1,0}
418; 0.166;0.136555;0.352941; {min=-0.647, max=1.000}; {min=-0.402, max=0.240}; {0,1,1,0,1,0,1,0,1,0,1,0}
419; 0.164;0.062946;0.833333; {min=-0.647, max=0.247}; {min=-0.402, max=0.305}; {0,1,1,0,0,1,1,0,0,1,1,0}
420; 0.162;0.068978;0.000000; {min=-1.000, max=0.000}; {min=-0.402, max=0.180}; {1,0,0,1,1,0,1,0,1,0,1,0}
421; 0.160;0.107246;0.240000; {min=-0.701, max=0.000}; {min=-0.402, max=0.516}; {0,1,0,1,1,0,1,0,1,0,0,1}
422; 0.158;0.053525;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
423; 0.156;0.053523;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
424; 0.154;0.053522;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
425; 0.152;0.145993;0.285714; {min=-0.701, max=0.000}; {min=-0.402, max=0.516}; {0,1,0,1,1,0,1,0,1,0,1,0}
426; 0.150;0.049836;0.352941; {min=-0.647, max=0.000}; {min=-0.402, max=0.240}; {0,1,1,0,1,0,1,0,1,0,1,0}
427; 0.148;0.053516;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
428; 0.146;0.049832;0.352941; {min=-0.647, max=0.000}; {min=-0.402, max=0.240}; {0,1,1,0,1,0,1,0,1,0,1,0}
429; 0.144;0.053513;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
430; 0.142;0.049828;0.352941; {min=-0.647, max=0.000}; {min=-0.402, max=0.240}; {0,1,1,0,1,0,1,0,1,0,1,0}
431; 0.140;0.053510;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
432; 0.138;0.053508;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
433; 0.136;0.053506;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
434; 0.134;0.053505;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
435; 0.132;0.062938;0.833333; {min=-0.647, max=0.247}; {min=-0.402, max=0.304}; {0,1,1,0,0,1,1,0,0,1,1,0}
436; 0.130;0.053501;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
437; 0.128;0.053500;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
438; 0.126;0.145934;0.285714; {min=-0.701, max=0.000}; {min=-0.402, max=0.516}; {0,1,0,1,1,0,1,0,1,0,1,0}
439; 0.124;0.140569;0.500000; {min=-0.647, max=0.900}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,0,1}
440; 0.122;0.053491;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
441; 0.120;0.144779;0.560000; {min=-0.701, max=0.274}; {min=-0.402, max=0.582}; {0,1,0,1,1,0,1,0,0,1,1,0}
442; 0.118;0.053486;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
443; 0.116;0.062934;0.833333; {min=-0.647, max=0.247}; {min=-0.402, max=0.304}; {0,1,1,0,0,1,1,0,0,1,1,0}
444; 0.114;0.053483;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
445; 0.112;0.053481;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
446; 0.110;0.053480;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
447; 0.108;0.053478;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
448; 0.106;0.053476;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
449; 0.104;0.053475;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
450; 0.102;0.062931;0.833333; {min=-0.647, max=0.247}; {min=-0.402, max=0.304}; {0,1,1,0,0,1,1,0,0,1,1,0}
451; 0.100;0.140573;0.285714; {min=-0.701, max=1.000}; {min=-0.402, max=0.516}; {0,1,0,1,1,0,1,0,1,0,1,0}
452; 0.098;0.053468;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
453; 0.096;0.053466;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
454; 0.094;0.068932;0.000000; {min=-1.000, max=0.000}; {min=-0.402, max=0.180}; {1,0,0,1,1,0,1,0,1,0,1,0}
455; 0.092;0.053275;0.500000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,0,1}
456; 0.090;0.053462;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
457; 0.088;0.049762;0.352941; {min=-0.647, max=0.000}; {min=-0.402, max=0.240}; {0,1,1,0,1,0,1,0,1,0,1,0}
458; 0.086;0.053459;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
459; 0.084;0.053458;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
460; 0.082;0.053456;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
461; 0.080;0.053454;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
462; 0.078;0.053453;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
463; 0.076;0.053451;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
464; 0.074;0.309389;0.600000; {min=-1.000, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
465; 0.072;0.053440;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
466; 0.070;0.053438;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
467; 0.068;0.053437;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
468; 0.066;0.053435;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
469; 0.064;0.053434;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
470; 0.062;0.053432;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
471; 0.060;0.053430;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
472; 0.058;0.053429;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
473; 0.056;0.053427;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
474; 0.054;0.053425;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.268}; {0,1,1,0,0,1,1,0,1,0,1,0}
